#
$ns
$$vector mode="numeric" names=""
0.912001 6.443202e-07 0.08799827
1.405457e-45 2.194116e-07 0.9999998
1.875290e-12 1 3.888032e-17
2.444651e-16 1.738173e-17 1
1.49679e-28 1 1.970339e-12
5.784457e-10 3.690802e-53 1
1.100224e-06 0.9999989 1.808125e-13
9.946799e-22 7.837353e-16 1
1.843456e-21 6.17224e-08 1
1 5.710938e-24 2.843328e-14
6.648241e-20 0.2884863 0.7115137
4.651513e-29 1.909623e-43 1
6.670618e-36 2.443926e-30 1
9.286052e-28 1 7.516487e-40
4.886354e-75 1 9.319504e-28
1 3.686851e-12 6.773284e-26
1 9.552603e-31 6.456242e-20
4.597394e-12 0.0001085139 0.9998915
3.403834e-37 1 2.048963e-13
0.9998403 1.082670e-06 0.0001586253
4.359795e-27 6.194748e-22 1
0.948072 0.05192796 6.552132e-08
6.941661e-25 1.816421e-13 1
0.9910013 1.000412e-08 0.008998659
0.3537657 8.55245e-08 0.6462342
0.002540854 2.463167e-29 0.9974591
3.288274e-21 1 8.58938e-17
1.444444e-45 0.9981992 0.001800762
6.149697e-59 0.9998239 0.0001761048
1.316188e-21 2.402736e-11 1
7.845989e-37 0.1845721 0.8154279
6.338279e-05 1.367260e-06 0.9999352
2.080422e-84 0.9998181 0.0001818790
1.937167e-14 7.084152e-30 1
0.9989316 0.0007218823 0.0003465216
1 8.3459e-10 2.669528e-18
1.965422e-44 0.0005772019 0.9994228
6.126095e-13 0.999974 2.599654e-05
7.266793e-07 0.9431543 0.056845
0.01287354 2.421444e-08 0.9871264
1.786361e-32 1.623821e-14 1
0.9998786 1.341200e-26 0.0001213819
1.501538e-27 9.950165e-18 1
2.393708e-26 7.553747e-05 0.9999245
1.170623e-79 1.018844e-71 1
9.272584e-60 3.460941e-24 1
1.677095e-15 0.002957401 0.9970426
6.590945e-10 1.197806e-15 1
0.6109132 9.897232e-13 0.3890868
2.711407e-27 1 7.691671e-09
3.563331e-12 1.278694e-14 1
1.131644e-13 0.9999823 1.766358e-05
2.100442e-41 1 1.106527e-29
0.9959867 2.748852e-38 0.004013292
1.020742e-26 9.795113e-10 1
0.3805615 1.183871e-05 0.6194266
3.663390e-28 0.7586149 0.2413851
6.877417e-44 0.03431406 0.965686
1 1.000878e-53 2.197908e-10
2.557819e-64 6.468607e-16 1
0.9999189 4.388835e-06 7.672554e-05
2.981971e-15 1 2.905659e-34
0.5206643 3.131951e-24 0.4793357
1.669423e-05 3.403293e-16 0.9999833
0.04630699 0.9535853 0.0001077155
3.74577e-21 1 2.401532e-08
5.739482e-25 0.9998797 0.0001203290
1 1.566373e-12 1.156787e-21
2.334003e-15 2.989152e-31 1
0.004480567 6.817719e-06 0.9955126
9.834058e-49 0.9955107 0.004489312
5.013074e-27 5.30613e-09 1
0.004494346 0.9954855 2.019159e-05
0.008413937 0.9909102 0.0006758472
1.976848e-35 0.2319997 0.7680003
6.876923e-56 7.127916e-13 1
0.000264657 0.9968864 0.002848956
1.665224e-64 1 9.597978e-09
8.430641e-25 3.472262e-34 1
2.2916e-05 0.2916841 0.708293
0.8602208 4.288158e-15 0.1397792
7.352811e-66 0.9999918 8.180795e-06
7.29936e-08 1.934609e-16 1
3.77284e-18 6.361203e-15 1
6.131543e-19 0.9999943 5.655338e-06
0.999769 3.685784e-08 0.000230945
3.931299e-24 5.533014e-52 1
0.9999998 1.163134e-41 2.371306e-07
1.737548e-07 3.989641e-17 0.9999998
7.63662e-16 1.233125e-38 1
8.667694e-08 1.733381e-05 0.9999826
5.868988e-13 1.640749e-29 1
2.391464e-07 0.9922525 0.007747227
1.981423e-50 0.884602 0.115398
0.9999813 1.86645e-05 3.971048e-10
0.01058128 0.989061 0.0003576414
1.356700e-32 2.242620e-11 1
2.247348e-10 0.9950976 0.004902365
1 1.773463e-20 6.521622e-14
1 6.01638e-22 2.715317e-09
1.412622e-26 1 1.115307e-14
0.000502613 0.9994974 1.380827e-17
4.419111e-45 0.08819949 0.9118005
0.0007891078 2.425592e-10 0.9992109
9.690487e-10 9.338476e-10 1
0.9952882 0.004710359 1.481973e-06
6.365713e-28 0.999911 8.901973e-05
0.1138128 1.069423e-12 0.8861872
0.8947885 2.417857e-21 0.1052115
9.234758e-08 2.21557e-09 1
4.348697e-40 0.6316909 0.3683091
0.0004667037 0.001160414 0.9983729
1.040375e-27 1 3.428363e-15
3.081816e-10 1 3.250477e-16
0.0001459185 1.446389e-10 0.999854
0.9976193 2.374186e-15 0.002380667
5.65619e-12 7.114186e-10 1
0.0001357737 0.002826732 0.9970375
1.532670e-17 1.103039e-39 1
3.051197e-17 3.045455e-05 0.9999695
5.170734e-62 1 2.763694e-25
0.9999697 5.416902e-13 3.034765e-05
0.9999993 1.837655e-60 7.32897e-07
1.011891e-12 2.973857e-16 1
2.202956e-97 0.1504989 0.8495011
1.834549e-42 0.1568796 0.8431204
6.827455e-64 1.232772e-08 1
1.188998e-09 0.009051233 0.9909488
1.207734e-11 9.12884e-21 1
0.01036996 1.616801e-12 0.98963
2.826955e-37 1.22236e-09 1
0.9999994 6.387421e-07 9.141846e-25
7.076238e-20 0.8403419 0.1596581
1 4.814467e-39 6.446513e-08
1.116503e-06 0.9733023 0.02669657
6.738646e-12 0.9992448 0.0007552016
2.482235e-101 9.486074e-23 1
3.707194e-22 2.199889e-29 1
1.448431e-32 4.675431e-24 1
0.9999975 1.167682e-14 2.486161e-06
0.9659933 7.325092e-05 0.03393344
1.100414e-13 3.195796e-05 0.999968
0.0264814 1.187043e-27 0.9735186
8.359628e-09 1 3.145319e-20
1 7.942375e-13 7.063894e-18
2.970723e-22 0.004199582 0.9958004
1 6.348829e-11 1.503737e-14
0.9727871 3.266502e-19 0.02721289
8.700488e-05 1.008841e-55 0.999913
1 4.034227e-10 2.942032e-69
0.003313840 0.2262412 0.770445
7.978949e-20 4.025507e-06 0.999996
6.506285e-13 0.0001504195 0.9998496
0.0006594268 1.833818e-16 0.9993406
0.9925467 0.007453297 3.813839e-26
2.315597e-37 1.126888e-14 1
0.9999994 5.629695e-27 6.385675e-07
1.930293e-27 4.787915e-17 1
5.5874e-30 0.9999998 2.371698e-07
5.488949e-23 0.9913706 0.008629357
2.760348e-05 4.308397e-10 0.9999724
0.3220567 3.741223e-08 0.6779433
0.00201905 2.569935e-09 0.997981
1.237362e-21 1 6.895801e-19
0.9984203 8.31312e-05 0.001496541
3.131496e-22 0.0326459 0.9673541
0.9998233 1.658295e-11 0.0001767227
3.502141e-58 2.540979e-09 1
7.442839e-13 0.3338472 0.6661528
9.877033e-25 1 6.684806e-19
6.884109e-06 0.9999927 3.97149e-07
7.753724e-09 1.155332e-11 1
6.595001e-74 0.9999892 1.07686e-05
0.989383 0.00645767 0.004159353
0.978594 1.282373e-39 0.02140592
2.230344e-34 1.715776e-37 1
2.546079e-08 0.001449416 0.9985506
0.08450176 0.8664886 0.04900959
1.832806e-05 8.444601e-26 0.9999817
8.483152e-15 2.374428e-10 1
7.112126e-08 4.964048e-09 1
8.24922e-83 1.563195e-18 1
2.507514e-21 1 2.210354e-11
0.9990003 9.588298e-27 0.0009997423
1.432549e-19 0.9999876 1.237940e-05
4.082311e-57 0.999975 2.496172e-05
0.6485385 2.285664e-09 0.3514615
2.197369e-05 1.296307e-45 0.999978
1.656734e-22 6.178135e-24 1
0.002156726 0.9222363 0.075607
3.540923e-10 0.4731439 0.5268561
0.9687576 0.03124238 1.809486e-34
1 3.268739e-42 1.921638e-24
0.9999997 4.656834e-13 3.360313e-07
1 3.088687e-18 2.101810e-24
1 1.304916e-20 3.966095e-12
1.098716e-28 0.9994766 0.0005234177
6.263361e-41 4.919768e-06 0.999995
2.735877e-29 6.305796e-35 1
9.967916e-06 1.360091e-87 0.99999
4.534954e-25 1.832379e-47 1
0.999848 1.308653e-18 0.0001519081
1.347038e-32 0.000547334 0.9994527
1.078747e-20 1.255954e-25 1
0.9957136 0.0003188191 0.003967555
0.03079376 7.155975e-41 0.9692062
0.002180477 0.9978195 2.617908e-08
9.377608e-18 2.789027e-21 1
1 7.21219e-11 3.895904e-10
2.369779e-18 1 8.776034e-13
0.2353864 3.660702e-07 0.7646132
3.362286e-13 0.8927032 0.1072968
1.544892e-42 5.996889e-18 1
3.491799e-28 0.2188832 0.7811168
0.003520078 2.195197e-12 0.99648
0.0006478874 8.809815e-22 0.9993521
0.6870233 1.267420e-19 0.3129767
0.9380698 2.797328e-06 0.06192745
1.846845e-68 1 6.177142e-16
0.9999937 6.96786e-26 6.313468e-06
1 1.808644e-08 1.625412e-24
5.085233e-07 0.001437224 0.9985623
1.748050e-33 1.137464e-11 1
0.942193 0.05780701 1.735731e-09
1.975845e-20 0.8440515 0.1559485
3.83682e-30 8.887402e-12 1
5.500693e-79 7.531215e-07 0.9999992
4.335544e-17 0.03413226 0.9658677
1.863633e-18 1 2.180826e-21
0.2831006 2.848559e-06 0.7168965
0.0042249 5.314795e-11 0.9957751
0.02653193 0.9734087 5.937332e-05
1 2.146820e-11 1.176661e-13
2.189592e-26 0.99723 0.002770005
6.215987e-50 0.9999508 4.919135e-05
6.094536e-27 0.0008379707 0.999162
0.0002612699 0.9997387 1.522294e-08
8.888853e-29 1 1.321419e-20
3.715972e-10 1.545275e-73 1
8.432914e-11 1 2.014219e-08
7.96896e-18 1 3.178023e-30
1.269196e-06 0.998286 0.001712632
7.140835e-07 0.0001559391 0.9998433
4.000785e-10 0.9999998 1.797191e-07
0.01958267 0.9804173 2.685765e-09
1.430224e-29 1.359104e-10 1
0.1903713 1.455856e-20 0.8096287
4.329871e-09 0.9874294 0.01257057
1.151495e-12 2.360786e-11 1
3.794160e-09 0.999999 1.044089e-06
0.9999991 8.685505e-07 9.227748e-16
1.552581e-22 0.8756798 0.1243202
3.151720e-09 0.001998452 0.9980015
0.8781056 0.1200049 0.001889510
0.2898962 0.5767622 0.1333416
0.9999996 3.905914e-44 4.066099e-07
3.041305e-15 1 1.361585e-23
2.515288e-07 0.9848629 0.01513690
2.616626e-13 0.9999739 2.613369e-05
7.638805e-29 0.9354195 0.06458048
5.337573e-06 0.2779078 0.7220869
8.792977e-52 1 3.338173e-19
1 2.816998e-08 2.679127e-14
9.1257e-129 0.0002202135 0.9997798
1.732511e-06 3.079802e-16 0.9999983
0.9999994 1.882787e-11 5.704857e-07
1.398599e-10 4.555152e-22 1
2.267368e-37 1.751581e-23 1
0.1917067 0.2034957 0.6047976
2.294817e-12 2.178019e-20 1
4.359599e-37 1 5.588913e-08
0.9999994 3.151651e-13 5.632222e-07
1.901340e-06 1.965232e-16 0.999998
2.871939e-09 2.349692e-62 1
2.045270e-15 1.328858e-08 1
2.264573e-26 1.156092e-14 1
0.0005404628 0.001953532 0.997506
0.9863026 0.01037119 0.003326189
1.054714e-05 0.9999895 2.332687e-28
9.543456e-45 1.75054e-11 1
2.235062e-46 1 1.284369e-25
3.670153e-07 7.370066e-13 0.9999996
0.001058519 0.9989415 5.462123e-11
8.566338e-22 0.08771187 0.9122881
1.178316e-12 7.315128e-06 0.9999927
0.9950214 7.617657e-20 0.004978626
2.022455e-39 2.063469e-28 1
1.046070e-23 0.9633238 0.03667620
9.92278e-07 0.9989674 0.001031643
8.464769e-44 8.143734e-30 1
2.074571e-44 3.829355e-10 1
0.01735579 0.9826442 6.569087e-12
0.6901278 0.3098722 7.687204e-15
0.02211275 5.501277e-05 0.9778322
0.9999987 4.153416e-15 1.307036e-06
0.9999986 1.366885e-06 8.40641e-25
2.236108e-13 0.08178943 0.9182106
1.416755e-45 1 8.270458e-13
0.04503272 0.9549665 8.072829e-07
4.412005e-19 1.142114e-25 1
2.184374e-51 0.9449411 0.05505888
8.474724e-32 0.9999987 1.288911e-06
2.021308e-16 1 5.778605e-12
7.06216e-127 2.41898e-14 1
1.236345e-06 4.425795e-09 0.9999988
6.193235e-06 4.305773e-06 0.9999895
0.999711 3.681278e-06 0.0002853592
0.06098676 3.702421e-09 0.9390132
0.01787030 0.763724 0.2184058
8.741002e-15 9.282114e-06 0.9999907
1.233090e-29 0.01657745 0.9834226
3.412118e-32 9.467554e-46 1
1 3.479593e-40 3.729408e-14
3.485032e-05 0.9999651 8.723567e-27
0.9999336 1.007459e-07 6.634619e-05
5.964191e-09 0.9999974 2.560125e-06
1.047303e-15 1 5.251113e-15
0.08471753 2.871005e-09 0.9152825
3.623563e-08 1 4.418197e-09
0.9995096 0.0004823425 8.103509e-06
0.5345531 7.037524e-07 0.4654462
4.129329e-11 6.854497e-29 1
3.482273e-44 4.07092e-32 1
1.092207e-15 5.833858e-37 1
0.2471923 0.5289356 0.2238721
2.142641e-32 0.9977025 0.002297527
1.737973e-35 1.469431e-13 1
1.878568e-30 6.084502e-19 1
2.199485e-44 1 3.960457e-08
0.06885185 0.931135 1.314784e-05
0.05384783 0.714025 0.2321272
9.136265e-14 0.002856372 0.9971436
1.726577e-29 1 6.312158e-12
1.134442e-31 6.272855e-06 0.9999937
3.422252e-36 1.595132e-16 1
0.00066392 0.004803795 0.9945323
2.64085e-38 2.916104e-07 0.9999997
1 1.056598e-27 1.485606e-20
0.7771106 0.2228819 7.437808e-06
2.021977e-25 3.382737e-07 0.9999997
0.998596 0.001403989 1.394009e-08
0.0001634773 0.9997459 9.06685e-05
8.159709e-38 0.001625649 0.9983744
2.412439e-45 4.499763e-18 1
1 1.293438e-10 1.652602e-24
0.2489940 0.002367118 0.7486389
7.001715e-40 1 1.546944e-12
1.367998e-15 0.999488 0.0005119345
6.661795e-12 9.0965e-05 0.999909
2.519896e-25 0.7604853 0.2395147
2.172734e-11 1.955219e-26 1
0.9999798 1.085196e-09 2.020237e-05
0.9986995 2.774839e-07 0.001300224
0.001366358 0.9986334 2.645108e-07
2.081151e-05 1.456597e-11 0.9999792
0.9885545 0.01144546 1.942858e-29
6.218283e-08 0.9995884 0.0004115488
0.567675 0.432325 1.934654e-33
6.85861e-81 1.092143e-38 1
1.023757e-09 2.38391e-07 0.9999998
0.001735665 3.116645e-06 0.9982612
0.01093486 5.793544e-12 0.9890651
1.390561e-61 2.223901e-23 1
3.538301e-26 0.999972 2.794839e-05
3.445725e-42 1.979481e-47 1
0.9977674 2.888202e-12 0.002232589
5.020328e-71 0.999943 5.693762e-05
5.16265e-09 1.049272e-09 1
1.613632e-41 6.879938e-05 0.9999312
2.023379e-28 0.897761 0.1022391
3.341110e-29 1 7.485271e-20
1.543908e-13 0.0001701035 0.9998299
0.0002473143 0.9997387 1.394871e-05
0.985754 2.146411e-35 0.01424605
0.0001273172 0.9998721 5.68129e-07
0.9999643 3.571568e-05 8.654315e-20
0.0813592 0.6006554 0.3179854
0.999753 4.281332e-07 0.0002464947
1.082123e-65 1 6.198635e-15
5.667614e-51 0.9972276 0.002772431
0.9993857 0.00061431 2.098048e-10
3.11975e-24 0.2774266 0.7225734
5.654707e-12 8.530092e-65 1
4.532031e-05 0.9406438 0.05931084
2.566559e-12 3.763201e-35 1
1.435820e-05 0.7808483 0.2191374
0.001191800 0.9984957 0.0003125201
0.9762127 3.301054e-10 0.02378728
5.040838e-53 5.855915e-85 1
0.5059887 3.200515e-14 0.4940113
1.946676e-27 1 3.291487e-09
0.1341171 2.718148e-09 0.8658828
1.177070e-05 0.9999882 9.008939e-24
3.869453e-58 1 5.743399e-12
0.1055008 0.8944992 2.82361e-12
1 5.283788e-41 4.855576e-16
5.901621e-11 1.853597e-19 1
0.0001420070 0.002604556 0.9972534
8.718917e-23 6.198876e-07 0.9999994
0.5716571 0.4283344 8.434393e-06
3.042266e-22 7.723362e-13 1
0.9210057 3.809205e-05 0.07895619
0.9637917 1.896648e-40 0.03620833
1.267909e-53 1.708984e-12 1
3.801793e-39 0.991326 0.00867406
1.012716e-32 1.452628e-13 1
1.134996e-60 6.565499e-14 1
0.05864494 1.572525e-06 0.9413535
0.002310945 1.008957e-06 0.997688
4.886254e-52 1.799164e-06 0.9999982
2.964575e-31 8.08822e-42 1
3.692810e-20 0.9966117 0.003388302
1 2.138807e-17 2.565860e-08
0.233167 0.01791292 0.7489201
1 9.45968e-35 9.472967e-10
6.081034e-21 0.9998437 0.0001562898
0.9926561 0.007343623 2.326655e-07
0.9689965 6.417514e-06 0.03099708
8.923303e-10 2.387871e-11 1
6.327386e-33 9.26778e-08 1
2.959845e-37 0.5760685 0.4239315
1 2.702109e-30 4.478469e-15
3.9964e-16 6.393037e-07 0.9999994
0.006109564 2.497641e-25 0.9938904
1.149540e-06 2.651409e-05 0.9999723
2.396539e-16 2.632865e-10 1
1.405475e-17 0.1663891 0.8336109
0.1350695 0.8649305 8.932228e-09
1.400392e-09 1.213739e-41 1
8.56172e-135 2.504293e-21 1
0.0001093980 0.06777852 0.932112
0.999971 2.905859e-05 2.782824e-12
1 5.593161e-13 2.379251e-10
0.9744513 3.581981e-68 0.02554875
6.272446e-30 1 1.966091e-17
0.9828265 0.01717346 2.355890e-12
5.660825e-32 3.281043e-74 1
0.8875865 0.1124133 1.451269e-07
1.453993e-05 7.765798e-22 0.9999855
0.04763388 0.9523661 2.527668e-14
3.373456e-18 1 1.296714e-08
1.173698e-49 0.9999999 1.055221e-07
1 7.223372e-22 2.957530e-22
3.532458e-12 0.9927357 0.007264305
1 2.944345e-12 3.182732e-14
0.0001186938 5.881734e-31 0.9998813
1 9.814237e-20 3.047590e-09
1.194485e-08 1 3.051968e-26
0.01192981 0.003656873 0.9844133
0.9967577 1.611013e-10 0.003242281
2.256398e-33 1 1.239251e-08
1 1.228397e-17 1.445609e-09
1.646622e-135 3.99436e-06 0.999996
0.03979022 1.888565e-67 0.9602098
0.003937243 5.737173e-58 0.9960628
9.744268e-32 4.120181e-05 0.9999588
6.017202e-22 1.206446e-05 0.999988
1.760408e-24 3.503127e-11 1
6.538854e-25 1 1.618008e-15
4.725869e-35 2.293021e-05 0.999977
7.98884e-08 0.999809 0.0001908784
1 8.259647e-08 2.568651e-22
8.830787e-32 3.404603e-37 1
0.9998995 0.0001005382 7.8347e-39
1.825199e-21 0.9999998 1.764713e-07
8.71667e-24 2.43022e-15 1
0.0002229972 0.3665652 0.6332118
0.9988215 8.804036e-13 0.001178532
0.4629102 6.598327e-07 0.5370891
0.0007372964 2.537302e-31 0.9992627
4.917089e-10 3.107559e-13 1
1.277575e-23 6.280329e-46 1
6.587071e-28 0.9999826 1.744271e-05
0.983515 1.741454e-13 0.01648504
1.037934e-22 5.645165e-19 1
1.307877e-24 0.9450215 0.05497847
0.99502 3.862991e-08 0.004980002
0.9978256 2.297286e-17 0.002174405
5.183688e-18 1 5.236824e-11
1.499904e-38 2.869273e-33 1
0.001002410 2.001306e-13 0.9989976
3.408636e-15 1 9.862224e-22
4.386872e-94 1 2.348464e-11
1.804799e-35 4.848824e-08 1
1.614102e-09 0.9965873 0.003412705
3.042939e-28 0.9999639 3.614265e-05
3.262026e-09 1.375505e-05 0.9999862
0.9999997 2.515428e-07 1.987959e-28
3.070445e-11 0.9753778 0.02462217
3.119129e-13 0.9999965 3.517687e-06
0.0003056613 1.902343e-26 0.9996943
1 4.628095e-20 9.270478e-15
1.651440e-23 0.001308744 0.9986913
0.1733258 0.008180805 0.8184934
4.282944e-16 0.9999976 2.445375e-06
0.9996613 6.462666e-35 0.0003386574
5.087339e-13 1 7.735973e-12
5.516787e-15 8.932215e-13 1
1 8.58712e-31 7.301733e-35
0.2421292 3.930025e-27 0.7578708
2.687472e-19 0.9772148 0.02278523
9.759154e-45 8.09962e-08 1
1.594134e-32 0.9941046 0.005895359
9.980603e-05 2.845234e-17 0.9999002
1.812633e-36 0.002338026 0.997662
6.94372e-64 0.9992463 0.0007536679
2.893575e-17 0.9192892 0.08071082
1 1.492047e-16 2.067705e-08
1.090847e-08 1.221611e-05 0.9999878
1.958924e-18 1 1.649762e-10
1.072126e-10 0.9999999 1.004036e-07
5.283737e-05 0.9998891 5.801999e-05
0.01003593 0.9897093 0.0002548201
2.384111e-10 7.996794e-34 1
3.482663e-17 2.987836e-23 1
2.6714e-14 0.3243671 0.6756329
0.9974994 0.0005392098 0.001961376
0.01020564 0.9897944 1.402505e-32
3.842591e-11 1.509911e-29 1
0.9999988 1.047859e-40 1.213656e-06
1.459117e-64 1 5.297505e-09
6.550792e-25 0.4589043 0.5410957
9.645896e-05 0.07173429 0.9281693
0.9999999 3.264906e-08 7.304552e-08
3.745454e-77 0.9999999 1.477956e-07
0.9999934 6.609982e-06 1.201764e-11
3.135420e-66 0.3294791 0.6705209
1 1.841802e-19 2.70675e-21
0.0005887219 0.1242763 0.875135
1.053124e-24 1 1.742862e-15
0.0002377836 1.856921e-24 0.9997622
2.380512e-57 0.6932705 0.3067295
1.682719e-10 0.9967241 0.003275885
2.301554e-27 0.9999968 3.234143e-06
1 5.038221e-34 3.883309e-20
2.513214e-72 7.950047e-55 1
0.9997237 1.564723e-12 0.0002762792
9.618262e-14 0.7298846 0.2701154
0.998767 9.848415e-28 0.001233001
0.9994035 0.0005965141 6.59987e-21
3.648678e-63 1 2.676171e-25
0.001358132 0.1113364 0.8873054
0.9802488 0.005435646 0.01431551
1.746073e-33 0.9999977 2.321096e-06
2.216672e-25 1.672691e-18 1
0.997388 0.002503888 0.0001080383
2.371426e-23 1.902617e-10 1
9.081027e-25 8.814192e-90 1
0.05660348 5.419814e-53 0.9433965
9.68671e-42 8.27797e-08 1
0.01137601 0.988624 1.461483e-21
0.9998189 0.0001811141 2.312800e-09
1.39531e-06 1.156343e-54 0.9999986
4.246174e-14 5.057681e-10 1
0.3916344 0.5830008 0.02536476
1.763049e-62 0.6857473 0.3142527
3.068154e-22 0.9999582 4.180324e-05
4.995244e-07 0.9965203 0.003479157
0.004523740 1.148464e-17 0.9954763
1.629771e-27 0.999996 3.948849e-06
1.772948e-15 2.526276e-21 1
1.390361e-16 1.568087e-08 1
3.596837e-21 1.661747e-44 1
8.017635e-09 2.694477e-21 1
5.815723e-05 5.91218e-10 0.9999418
1.37288e-10 7.638509e-14 1
0.03393677 5.323495e-20 0.9660632
2.164601e-29 4.548565e-18 1
2.613869e-23 0.9986923 0.001307672
0.9999623 3.774499e-05 1.268862e-31
6.112362e-26 6.454806e-41 1
1 3.399768e-25 7.874534e-15
4.048255e-06 8.261048e-20 0.999996
9.098386e-25 0.999811 0.0001889267
0.09140789 3.735641e-05 0.9085548
0.3019444 1.332644e-29 0.6980556
0.001525428 0.0004858982 0.9979887
0.0005422779 0.003321045 0.9961367
0.06555134 0.927406 0.007042579
1.064077e-27 0.0008550468 0.999145
2.532688e-06 4.563023e-12 0.9999975
2.58764e-22 0.9999995 4.935143e-07
3.345818e-12 0.003517828 0.9964822
3.015415e-11 1.520807e-33 1
6.431946e-76 4.273051e-44 1
1.565626e-56 0.0002738663 0.9997261
4.228263e-37 0.2359116 0.7640884
5.483234e-65 4.045923e-06 0.999996
4.268014e-21 1.308478e-07 0.9999999
5.097934e-18 5.215068e-16 1
1.099728e-38 0.9997286 0.0002714488
0.0002048016 0.03240032 0.9673949
1.371769e-27 0.0002240165 0.999776
1.700103e-10 0.9995273 0.0004727395
8.779355e-21 1.74584e-16 1
0.2679937 0.7320001 6.226896e-06
1.135255e-33 0.3405649 0.6594351
2.805216e-21 1.827225e-06 0.9999982
2.268009e-23 1.110702e-19 1
0.004230049 1.268153e-30 0.99577
9.381612e-05 9.75703e-05 0.9998086
1.532169e-18 0.9999999 1.095478e-07
2.821731e-13 9.672974e-18 1
7.874061e-18 0.00315282 0.9968472
1.755966e-34 1 5.185876e-29
0.9975363 1.369107e-60 0.002463716
0.9811648 7.956905e-14 0.01883521
8.424286e-12 3.399702e-22 1
5.155045e-50 3.257017e-06 0.9999967
2.455706e-28 0.001278641 0.9987214
4.190031e-41 1.305965e-68 1
4.016182e-69 1.364938e-11 1
0.9985214 0.00147863 3.989815e-09
2.864084e-33 6.184012e-08 1
0.3024835 4.338786e-10 0.6975165
0.0001664238 4.608722e-07 0.9998331
1.130393e-29 1.94556e-17 1
1.821946e-72 0.8345233 0.1654767
1.100416e-21 7.368474e-86 1
0.006475193 6.892369e-16 0.9935248
5.415908e-06 0.9999946 5.50884e-21
2.816832e-08 1.938356e-06 0.999998
0.007336413 1.330349e-13 0.9926636
0.001200785 0.9987992 4.708777e-12
3.407302e-17 1 4.878129e-12
5.205661e-16 0.01808446 0.9819155
3.775442e-33 0.9999982 1.752962e-06
3.234725e-14 3.545047e-24 1
1 3.358139e-25 4.003389e-12
7.62986e-07 7.722489e-13 0.9999992
0.9999993 6.743711e-07 1.477070e-12
0.9569432 0.0428544 0.0002024011
0.002788048 2.657659e-12 0.997212
8.434135e-29 7.030745e-40 1
3.755341e-61 1.149995e-41 1
7.283482e-15 0.8600605 0.1399395
9.812266e-07 3.185771e-19 0.999999
5.463673e-06 0.9999945 5.931484e-15
1.393385e-68 1.559950e-08 1
6.0707e-12 0.003094144 0.9969059
2.765641e-33 0.5320867 0.4679133
2.637128e-16 1.491845e-06 0.9999985
